subset_key,timestamp,rides,season,year_index,month,hour,holiday,weekday,workingday,weather_situation,temp,atemp,humidity,windspeed
spring,2011-03-08 16:00:00,108,1,0,3,16,0,2,1,1,0.38,0.3939,0.27,0.1642
spring,2011-03-08 17:00:00,248,1,0,3,17,0,2,1,1,0.36,0.3485,0.27,0.2239
spring,2011-03-08 18:00:00,235,1,0,3,18,0,2,1,1,0.34,0.3333,0.27,0.194
spring,2011-03-08 19:00:00,150,1,0,3,19,0,2,1,1,0.34,0.3485,0.31,0.1045
spring,2011-03-08 20:00:00,76,1,0,3,20,0,2,1,1,0.32,0.3333,0.39,0.0896
spring,2011-03-08 21:00:00,75,1,0,3,21,0,2,1,1,0.3,0.2879,0.49,0.194
spring,2011-03-08 22:00:00,55,1,0,3,22,0,2,1,1,0.3,0.2879,0.49,0.2239
spring,2011-03-08 23:00:00,41,1,0,3,23,0,2,1,1,0.28,0.2727,0.61,0.194
spring,2011-03-09 00:00:00,9,1,0,3,0,0,3,1,1,0.26,0.2879,0.65,0.0896
spring,2011-03-09 01:00:00,4,1,0,3,1,0,3,1,1,0.26,0.2727,0.52,0.1343
spring,2011-03-09 02:00:00,2,1,0,3,2,0,3,1,1,0.26,0.2727,0.52,0.1343
spring,2011-03-09 03:00:00,3,1,0,3,3,0,3,1,1,0.24,0.2576,0.7,0.0896
spring,2011-03-09 04:00:00,2,1,0,3,4,0,3,1,1,0.24,0.2576,0.75,0.1045
spring,2011-03-09 05:00:00,8,1,0,3,5,0,3,1,2,0.24,0.2424,0.81,0.1343
spring,2011-03-09 06:00:00,49,1,0,3,6,0,3,1,2,0.24,0.2576,0.85,0.1045
spring,2011-03-09 07:00:00,141,1,0,3,7,0,3,1,2,0.24,0.2424,0.87,0.1642
spring,2011-03-09 08:00:00,249,1,0,3,8,0,3,1,2,0.24,0.2424,0.87,0.1343
spring,2011-03-09 09:00:00,141,1,0,3,9,0,3,1,2,0.26,0.2424,0.87,0.2537
spring,2011-03-09 10:00:00,57,1,0,3,10,0,3,1,2,0.3,0.2879,0.75,0.2537
spring,2011-03-09 11:00:00,59,1,0,3,11,0,3,1,2,0.32,0.2879,0.76,0.3881
spring,2011-03-09 12:00:00,98,1,0,3,12,0,3,1,2,0.32,0.303,0.76,0.2537
spring,2011-03-09 13:00:00,99,1,0,3,13,0,3,1,2,0.32,0.2879,0.76,0.3582
spring,2011-03-09 14:00:00,71,1,0,3,14,0,3,1,2,0.34,0.303,0.76,0.2985
spring,2011-03-09 15:00:00,79,1,0,3,15,0,3,1,2,0.36,0.3333,0.71,0.2985
spring,2011-03-09 16:00:00,112,1,0,3,16,0,3,1,2,0.34,0.303,0.76,0.3284
spring,2011-03-09 17:00:00,194,1,0,3,17,0,3,1,2,0.34,0.303,0.76,0.2985
spring,2011-03-09 18:00:00,188,1,0,3,18,0,3,1,2,0.34,0.3182,0.76,0.2537
spring,2011-03-09 19:00:00,134,1,0,3,19,0,3,1,2,0.34,0.303,0.76,0.3284
spring,2011-03-09 20:00:00,91,1,0,3,20,0,3,1,2,0.32,0.3182,0.87,0.194
spring,2011-03-09 21:00:00,62,1,0,3,21,0,3,1,2,0.32,0.303,0.93,0.3284
spring,2011-03-09 22:00:00,21,1,0,3,22,0,3,1,3,0.32,0.3182,0.93,0.1642
spring,2011-03-09 23:00:00,18,1,0,3,23,0,3,1,3,0.34,0.3333,0.93,0.194
spring,2011-03-10 00:00:00,3,1,0,3,0,0,4,1,3,0.34,0.3182,0.0,0.2537
spring,2011-03-10 01:00:00,2,1,0,3,1,0,4,1,3,0.34,0.3182,0.0,0.2537
spring,2011-03-10 02:00:00,1,1,0,3,2,0,4,1,3,0.34,0.3182,0.0,0.2537
spring,2011-03-10 05:00:00,3,1,0,3,5,0,4,1,3,0.36,0.3485,0.0,0.194
spring,2011-03-10 06:00:00,12,1,0,3,6,0,4,1,3,0.36,0.3333,0.0,0.3284
spring,2011-03-10 07:00:00,37,1,0,3,7,0,4,1,3,0.38,0.3939,0.0,0.2239
spring,2011-03-10 08:00:00,44,1,0,3,8,0,4,1,3,0.38,0.3939,0.0,0.2836
spring,2011-03-10 09:00:00,24,1,0,3,9,0,4,1,3,0.4,0.4091,0.0,0.2239
spring,2011-03-10 10:00:00,17,1,0,3,10,0,4,1,3,0.4,0.4091,0.0,0.1642
spring,2011-03-10 11:00:00,11,1,0,3,11,0,4,1,3,0.4,0.4091,0.0,0.2537
spring,2011-03-10 12:00:00,34,1,0,3,12,0,4,1,3,0.42,0.4242,0.0,0.2239
spring,2011-03-10 13:00:00,12,1,0,3,13,0,4,1,3,0.42,0.4242,0.0,0.2239
spring,2011-03-10 14:00:00,12,1,0,3,14,0,4,1,3,0.44,0.4394,0.0,0.2985
spring,2011-03-10 15:00:00,14,1,0,3,15,0,4,1,3,0.44,0.4394,0.0,0.2239
spring,2011-03-10 16:00:00,21,1,0,3,16,0,4,1,3,0.42,0.4242,0.0,0.2537
spring,2011-03-10 17:00:00,111,1,0,3,17,0,4,1,2,0.44,0.4394,0.0,0.3881
spring,2011-03-10 18:00:00,82,1,0,3,18,0,4,1,3,0.44,0.4394,0.0,0.3582
spring,2011-03-10 19:00:00,56,1,0,3,19,0,4,1,3,0.44,0.4394,0.0,0.5821
spring,2011-03-10 20:00:00,38,1,0,3,20,0,4,1,3,0.36,0.3333,0.0,0.3284
spring,2011-03-10 21:00:00,28,1,0,3,21,0,4,1,3,0.36,0.3485,0.0,0.2239
spring,2011-03-10 22:00:00,34,1,0,3,22,0,4,1,2,0.34,0.3333,0.0,0.1343
spring,2011-03-10 23:00:00,27,1,0,3,23,0,4,1,3,0.34,0.3485,0.0,0.0896
spring,2011-03-11 00:00:00,6,1,0,3,0,0,5,1,2,0.34,0.3485,1.0,0.0896
spring,2011-03-11 01:00:00,8,1,0,3,1,0,5,1,3,0.34,0.3485,1.0,0.1045
spring,2011-03-11 02:00:00,5,1,0,3,2,0,5,1,3,0.34,0.3485,1.0,0.1045
spring,2011-03-11 03:00:00,2,1,0,3,3,0,5,1,2,0.32,0.3333,0.93,0.0896
spring,2011-03-11 05:00:00,7,1,0,3,5,0,5,1,1,0.3,0.2879,0.81,0.2239
spring,2011-03-11 06:00:00,32,1,0,3,6,0,5,1,1,0.26,0.2424,0.81,0.2836
spring,2011-03-11 07:00:00,114,1,0,3,7,0,5,1,1,0.26,0.2576,0.7,0.194
spring,2011-03-11 08:00:00,259,1,0,3,8,0,5,1,1,0.28,0.2727,0.7,0.2537
spring,2011-03-11 09:00:00,156,1,0,3,9,0,5,1,2,0.3,0.2879,0.61,0.2836
spring,2011-03-11 10:00:00,78,1,0,3,10,0,5,1,2,0.32,0.303,0.57,0.2985
spring,2011-03-11 11:00:00,81,1,0,3,11,0,5,1,2,0.32,0.303,0.57,0.2985
spring,2011-03-11 12:00:00,111,1,0,3,12,0,5,1,2,0.34,0.3182,0.53,0.2537
spring,2011-03-11 13:00:00,107,1,0,3,13,0,5,1,1,0.36,0.3333,0.53,0.2537
spring,2011-03-11 14:00:00,89,1,0,3,14,0,5,1,2,0.36,0.3333,0.5,0.3582
spring,2011-03-11 15:00:00,85,1,0,3,15,0,5,1,2,0.34,0.3182,0.53,0.2537
spring,2011-03-11 16:00:00,113,1,0,3,16,0,5,1,2,0.34,0.303,0.49,0.2985
spring,2011-03-11 17:00:00,223,1,0,3,17,0,5,1,1,0.34,0.3182,0.49,0.2239
spring,2011-03-11 18:00:00,153,1,0,3,18,0,5,1,1,0.32,0.303,0.49,0.3284
spring,2011-03-11 19:00:00,118,1,0,3,19,0,5,1,1,0.3,0.2727,0.56,0.3284
spring,2011-03-11 20:00:00,76,1,0,3,20,0,5,1,1,0.3,0.303,0.56,0.1642
spring,2011-03-11 21:00:00,53,1,0,3,21,0,5,1,2,0.3,0.2879,0.52,0.2537
spring,2011-03-11 22:00:00,64,1,0,3,22,0,5,1,1,0.3,0.303,0.52,0.1642
spring,2011-03-11 23:00:00,37,1,0,3,23,0,5,1,1,0.3,0.2879,0.52,0.2537
spring,2011-03-12 00:00:00,34,1,0,3,0,0,6,0,1,0.26,0.2727,0.6,0.1343
spring,2011-03-12 01:00:00,18,1,0,3,1,0,6,0,1,0.24,0.2273,0.65,0.194
spring,2011-03-12 02:00:00,14,1,0,3,2,0,6,0,1,0.24,0.2273,0.65,0.194
spring,2011-03-12 03:00:00,7,1,0,3,3,0,6,0,1,0.24,0.2273,0.65,0.2537
spring,2011-03-12 04:00:00,1,1,0,3,4,0,6,0,1,0.24,0.2273,0.65,0.2537
spring,2011-03-12 05:00:00,2,1,0,3,5,0,6,0,1,0.22,0.2273,0.69,0.194
spring,2011-03-12 06:00:00,4,1,0,3,6,0,6,0,1,0.22,0.2121,0.75,0.2537
spring,2011-03-12 07:00:00,23,1,0,3,7,0,6,0,1,0.24,0.2273,0.7,0.194
spring,2011-03-12 08:00:00,53,1,0,3,8,0,6,0,1,0.26,0.2576,0.65,0.1642
spring,2011-03-12 09:00:00,101,1,0,3,9,0,6,0,1,0.28,0.2879,0.65,0.1045
spring,2011-03-12 10:00:00,99,1,0,3,10,0,6,0,1,0.32,0.303,0.66,0.2239
spring,2011-03-12 11:00:00,119,1,0,3,11,0,6,0,1,0.34,0.303,0.49,0.3284
spring,2011-03-12 12:00:00,158,1,0,3,12,0,6,0,1,0.34,0.3182,0.53,0.2836
spring,2011-03-12 13:00:00,157,1,0,3,13,0,6,0,1,0.36,0.3333,0.51,0.3582
spring,2011-03-12 14:00:00,166,1,0,3,14,0,6,0,1,0.4,0.4091,0.5,0.4478
spring,2011-03-12 15:00:00,182,1,0,3,15,0,6,0,1,0.42,0.4242,0.44,0.4925
spring,2011-03-12 16:00:00,244,1,0,3,16,0,6,0,1,0.46,0.4545,0.41,0.4478
spring,2011-03-12 17:00:00,213,1,0,3,17,0,6,0,1,0.46,0.4545,0.44,0.3284
spring,2011-03-12 18:00:00,145,1,0,3,18,0,6,0,1,0.42,0.4242,0.54,0.1642
spring,2011-03-12 19:00:00,112,1,0,3,19,0,6,0,1,0.42,0.4242,0.54,0.0896
spring,2011-03-12 20:00:00,86,1,0,3,20,0,6,0,1,0.4,0.4091,0.58,0.1045
spring,2011-03-12 21:00:00,82,1,0,3,21,0,6,0,1,0.38,0.3939,0.62,0.0
spring,2011-03-12 22:00:00,63,1,0,3,22,0,6,0,1,0.36,0.3788,0.71,0.0
spring,2011-03-12 23:00:00,49,1,0,3,23,0,6,0,1,0.38,0.3939,0.66,0.0896
spring,2011-03-13 00:00:00,38,1,0,3,0,0,0,0,1,0.38,0.3939,0.62,0.1045
spring,2011-03-13 01:00:00,33,1,0,3,1,0,0,0,1,0.36,0.3485,0.66,0.1343
spring,2011-03-13 03:00:00,23,1,0,3,3,0,0,0,1,0.34,0.3333,0.76,0.1343
spring,2011-03-13 04:00:00,13,1,0,3,4,0,0,0,1,0.34,0.3333,0.66,0.1642
spring,2011-03-13 05:00:00,3,1,0,3,5,0,0,0,1,0.36,0.3485,0.62,0.1343
spring,2011-03-13 06:00:00,2,1,0,3,6,0,0,0,1,0.34,0.3636,0.66,0.0
spring,2011-03-13 07:00:00,10,1,0,3,7,0,0,0,1,0.36,0.3485,0.62,0.194
spring,2011-03-13 08:00:00,34,1,0,3,8,0,0,0,1,0.4,0.4091,0.5,0.2985
spring,2011-03-13 09:00:00,44,1,0,3,9,0,0,0,1,0.4,0.4091,0.5,0.4179
spring,2011-03-13 10:00:00,122,1,0,3,10,0,0,0,1,0.42,0.4242,0.47,0.2537
spring,2011-03-13 11:00:00,181,1,0,3,11,0,0,0,1,0.44,0.4394,0.41,0.4179
spring,2011-03-13 12:00:00,194,1,0,3,12,0,0,0,1,0.46,0.4545,0.38,0.3881
spring,2011-03-13 13:00:00,221,1,0,3,13,0,0,0,1,0.46,0.4545,0.38,0.3881
spring,2011-03-13 14:00:00,250,1,0,3,14,0,0,0,1,0.46,0.4545,0.41,0.2985
spring,2011-03-13 15:00:00,304,1,0,3,15,0,0,0,1,0.48,0.4697,0.39,0.3284
spring,2011-03-13 16:00:00,256,1,0,3,16,0,0,0,1,0.46,0.4545,0.41,0.3881
spring,2011-03-13 17:00:00,241,1,0,3,17,0,0,0,1,0.44,0.4394,0.41,0.3582
spring,2011-03-13 18:00:00,147,1,0,3,18,0,0,0,1,0.4,0.4091,0.43,0.3582
spring,2011-03-13 19:00:00,101,1,0,3,19,0,0,0,1,0.36,0.3333,0.5,0.3582
spring,2011-03-13 20:00:00,77,1,0,3,20,0,0,0,1,0.32,0.303,0.57,0.2985
spring,2011-03-13 21:00:00,58,1,0,3,21,0,0,0,1,0.3,0.2879,0.56,0.2537
spring,2011-03-13 22:00:00,37,1,0,3,22,0,0,0,1,0.3,0.2727,0.56,0.3284
spring,2011-03-13 23:00:00,28,1,0,3,23,0,0,0,1,0.26,0.2576,0.65,0.2239
spring,2011-03-14 00:00:00,11,1,0,3,0,0,1,1,1,0.26,0.2727,0.65,0.1045
spring,2011-03-14 01:00:00,1,1,0,3,1,0,1,1,1,0.26,0.2879,0.65,0.0896
spring,2011-03-14 02:00:00,1,1,0,3,2,0,1,1,1,0.26,0.2879,0.65,0.0896
spring,2011-03-14 03:00:00,3,1,0,3,3,0,1,1,1,0.26,0.2727,0.65,0.1343
spring,2011-03-14 05:00:00,8,1,0,3,5,0,1,1,1,0.24,0.2424,0.7,0.1343
spring,2011-03-14 06:00:00,28,1,0,3,6,0,1,1,1,0.26,0.2727,0.65,0.1343
spring,2011-03-14 07:00:00,88,1,0,3,7,0,1,1,2,0.28,0.3182,0.61,0.0
spring,2011-03-14 08:00:00,241,1,0,3,8,0,1,1,2,0.3,0.303,0.56,0.1343
spring,2011-03-14 09:00:00,140,1,0,3,9,0,1,1,1,0.32,0.303,0.53,0.3284
spring,2011-03-14 10:00:00,84,1,0,3,10,0,1,1,1,0.34,0.3182,0.42,0.2537
spring,2011-03-14 11:00:00,71,1,0,3,11,0,1,1,1,0.36,0.3333,0.4,0.2537
spring,2011-03-14 12:00:00,94,1,0,3,12,0,1,1,1,0.38,0.3939,0.37,0.0
spring,2011-03-14 13:00:00,75,1,0,3,13,0,1,1,1,0.38,0.3939,0.36,0.3284
spring,2011-03-14 14:00:00,79,1,0,3,14,0,1,1,2,0.38,0.3939,0.34,0.0
spring,2011-03-14 15:00:00,101,1,0,3,15,0,1,1,1,0.38,0.3939,0.37,0.1642
spring,2011-03-14 16:00:00,107,1,0,3,16,0,1,1,1,0.4,0.4091,0.35,0.1045
spring,2011-03-14 17:00:00,271,1,0,3,17,0,1,1,1,0.38,0.3939,0.4,0.194
spring,2011-03-14 18:00:00,235,1,0,3,18,0,1,1,1,0.36,0.3636,0.4,0.1045
spring,2011-03-14 19:00:00,150,1,0,3,19,0,1,1,1,0.36,0.3485,0.43,0.1343
spring,2011-03-14 20:00:00,129,1,0,3,20,0,1,1,1,0.34,0.3182,0.46,0.2239
spring,2011-03-14 21:00:00,63,1,0,3,21,0,1,1,1,0.34,0.3333,0.46,0.1343
spring,2011-03-14 22:00:00,47,1,0,3,22,0,1,1,1,0.32,0.3333,0.49,0.1045
spring,2011-03-14 23:00:00,19,1,0,3,23,0,1,1,1,0.32,0.3485,0.53,0.0
spring,2011-03-15 00:00:00,14,1,0,3,0,0,2,1,1,0.32,0.3485,0.53,0.0
spring,2011-03-15 01:00:00,10,1,0,3,1,0,2,1,1,0.3,0.303,0.62,0.0896
spring,2011-03-15 02:00:00,3,1,0,3,2,0,2,1,1,0.3,0.303,0.62,0.0896
spring,2011-03-15 04:00:00,2,1,0,3,4,0,2,1,1,0.24,0.2576,0.75,0.0896
spring,2011-03-15 05:00:00,11,1,0,3,5,0,2,1,1,0.24,0.2273,0.75,0.194
spring,2011-03-15 06:00:00,35,1,0,3,6,0,2,1,1,0.22,0.2273,0.8,0.194
spring,2011-03-15 07:00:00,119,1,0,3,7,0,2,1,1,0.24,0.2424,0.75,0.1642
spring,2011-03-15 08:00:00,282,1,0,3,8,0,2,1,1,0.26,0.2879,0.7,0.0896
spring,2011-03-15 09:00:00,157,1,0,3,9,0,2,1,2,0.3,0.3333,0.7,0.0
spring,2011-03-15 10:00:00,78,1,0,3,10,0,2,1,2,0.32,0.3182,0.66,0.194
spring,2011-03-15 11:00:00,78,1,0,3,11,0,2,1,2,0.34,0.3182,0.57,0.2239
spring,2011-03-15 12:00:00,102,1,0,3,12,0,2,1,2,0.36,0.3485,0.5,0.2239
spring,2011-03-15 13:00:00,97,1,0,3,13,0,2,1,2,0.36,0.3333,0.57,0.2836
spring,2011-03-15 14:00:00,88,1,0,3,14,0,2,1,2,0.38,0.3939,0.46,0.2985
spring,2011-03-15 15:00:00,90,1,0,3,15,0,2,1,2,0.38,0.3939,0.43,0.2836
spring,2011-03-15 16:00:00,114,1,0,3,16,0,2,1,2,0.38,0.3939,0.46,0.3284
spring,2011-03-15 17:00:00,217,1,0,3,17,0,2,1,2,0.36,0.3485,0.62,0.194
spring,2011-03-15 18:00:00,225,1,0,3,18,0,2,1,2,0.36,0.3333,0.62,0.2985
spring,2011-03-15 19:00:00,152,1,0,3,19,0,2,1,2,0.34,0.3182,0.71,0.2836
spring,2011-03-15 20:00:00,88,1,0,3,20,0,2,1,2,0.34,0.3182,0.71,0.2836
spring,2011-03-15 21:00:00,55,1,0,3,21,0,2,1,3,0.32,0.3333,0.81,0.1045
spring,2011-03-15 22:00:00,21,1,0,3,22,0,2,1,2,0.32,0.3182,0.87,0.1642
spring,2011-03-15 23:00:00,18,1,0,3,23,0,2,1,2,0.32,0.3182,0.87,0.1642
spring,2011-03-16 00:00:00,8,1,0,3,0,0,3,1,3,0.3,0.2879,0.93,0.2537
spring,2011-03-16 01:00:00,3,1,0,3,1,0,3,1,3,0.3,0.2727,1.0,0.2985
spring,2011-03-16 03:00:00,3,1,0,3,3,0,3,1,2,0.28,0.2727,1.0,0.2239
spring,2011-03-16 04:00:00,1,1,0,3,4,0,3,1,2,0.3,0.303,0.93,0.1642
spring,2011-03-16 05:00:00,3,1,0,3,5,0,3,1,2,0.3,0.3182,0.93,0.1045
spring,2011-03-16 06:00:00,31,1,0,3,6,0,3,1,2,0.3,0.3182,0.93,0.1045
spring,2011-03-16 07:00:00,111,1,0,3,7,0,3,1,2,0.3,0.2879,0.93,0.194
spring,2011-03-16 08:00:00,253,1,0,3,8,0,3,1,2,0.32,0.3182,0.93,0.0
spring,2011-03-16 09:00:00,154,1,0,3,9,0,3,1,2,0.32,0.3333,0.93,0.1343
spring,2011-03-16 10:00:00,68,1,0,3,10,0,3,1,2,0.36,0.3485,0.81,0.1642
spring,2011-03-16 11:00:00,75,1,0,3,11,0,3,1,2,0.36,0.3485,0.81,0.1343
spring,2011-03-16 12:00:00,88,1,0,3,12,0,3,1,2,0.4,0.4091,0.71,0.1045
spring,2011-03-16 13:00:00,99,1,0,3,13,0,3,1,2,0.4,0.4091,0.76,0.1343
spring,2011-03-16 14:00:00,100,1,0,3,14,0,3,1,2,0.4,0.4091,0.76,0.2239
spring,2011-03-16 15:00:00,101,1,0,3,15,0,3,1,2,0.4,0.4091,0.76,0.2537
spring,2011-03-16 16:00:00,151,1,0,3,16,0,3,1,2,0.4,0.4091,0.76,0.1642
spring,2011-03-16 17:00:00,253,1,0,3,17,0,3,1,2,0.44,0.4394,0.54,0.2985
spring,2011-03-16 18:00:00,237,1,0,3,18,0,3,1,2,0.44,0.4394,0.54,0.2239
spring,2011-03-16 19:00:00,168,1,0,3,19,0,3,1,2,0.44,0.4394,0.51,0.3284
spring,2011-03-16 20:00:00,121,1,0,3,20,0,3,1,2,0.42,0.4242,0.54,0.2985
spring,2011-03-16 21:00:00,78,1,0,3,21,0,3,1,2,0.42,0.4242,0.58,0.2836
spring,2011-03-16 22:00:00,59,1,0,3,22,0,3,1,2,0.4,0.4091,0.62,0.3881
spring,2011-03-16 23:00:00,27,1,0,3,23,0,3,1,1,0.4,0.4091,0.65,0.194
spring,2011-03-17 00:00:00,23,1,0,3,0,0,4,1,1,0.38,0.3939,0.66,0.2537
spring,2011-03-17 01:00:00,12,1,0,3,1,0,4,1,1,0.36,0.3485,0.71,0.2239
spring,2011-03-17 02:00:00,8,1,0,3,2,0,4,1,1,0.34,0.303,0.71,0.2985
spring,2011-03-17 03:00:00,2,1,0,3,3,0,4,1,1,0.34,0.3333,0.66,0.1642
spring,2011-03-17 04:00:00,3,1,0,3,4,0,4,1,1,0.34,0.3333,0.71,0.194
spring,2011-03-17 05:00:00,13,1,0,3,5,0,4,1,1,0.32,0.3333,0.76,0.1045
spring,2011-03-17 06:00:00,51,1,0,3,6,0,4,1,1,0.32,0.3182,0.76,0.194
spring,2011-03-17 07:00:00,140,1,0,3,7,0,4,1,1,0.32,0.3333,0.76,0.1343
spring,2011-03-17 08:00:00,299,1,0,3,8,0,4,1,1,0.36,0.3485,0.66,0.1343
spring,2011-03-17 09:00:00,185,1,0,3,9,0,4,1,1,0.4,0.4091,0.62,0.2537
spring,2011-03-17 10:00:00,78,1,0,3,10,0,4,1,1,0.44,0.4394,0.54,0.3284
spring,2011-03-17 11:00:00,86,1,0,3,11,0,4,1,1,0.44,0.4394,0.54,0.2836
spring,2011-03-17 12:00:00,105,1,0,3,12,0,4,1,1,0.5,0.4848,0.45,0.2239
spring,2011-03-17 13:00:00,111,1,0,3,13,0,4,1,2,0.52,0.5,0.42,0.0896
spring,2011-03-17 14:00:00,119,1,0,3,14,0,4,1,1,0.5,0.4848,0.45,0.1045
spring,2011-03-17 15:00:00,125,1,0,3,15,0,4,1,1,0.52,0.5,0.42,0.2537
spring,2011-03-17 16:00:00,142,1,0,3,16,0,4,1,1,0.5,0.4848,0.48,0.2836
spring,2011-03-17 17:00:00,313,1,0,3,17,0,4,1,1,0.5,0.4848,0.42,0.194
spring,2011-03-17 18:00:00,310,1,0,3,18,0,4,1,2,0.46,0.4545,0.59,0.1642
spring,2011-03-17 19:00:00,207,1,0,3,19,0,4,1,1,0.44,0.4394,0.58,0.194
spring,2011-03-17 20:00:00,137,1,0,3,20,0,4,1,1,0.42,0.4242,0.67,0.2239
spring,2011-03-17 21:00:00,138,1,0,3,21,0,4,1,1,0.42,0.4242,0.62,0.2239
spring,2011-03-17 22:00:00,87,1,0,3,22,0,4,1,1,0.4,0.4091,0.66,0.2239
spring,2011-03-17 23:00:00,50,1,0,3,23,0,4,1,1,0.42,0.4242,0.62,0.2836
spring,2011-03-18 00:00:00,29,1,0,3,0,0,5,1,1,0.42,0.4242,0.58,0.2836
spring,2011-03-18 01:00:00,16,1,0,3,1,0,5,1,1,0.4,0.4091,0.62,0.2537
spring,2011-03-18 02:00:00,14,1,0,3,2,0,5,1,1,0.4,0.4091,0.62,0.194
spring,2011-03-18 03:00:00,5,1,0,3,3,0,5,1,1,0.36,0.3485,0.71,0.194
spring,2011-03-18 05:00:00,10,1,0,3,5,0,5,1,1,0.38,0.3939,0.66,0.1642
spring,2011-03-18 06:00:00,36,1,0,3,6,0,5,1,1,0.4,0.4091,0.66,0.194
spring,2011-03-18 07:00:00,123,1,0,3,7,0,5,1,1,0.4,0.4091,0.66,0.194
spring,2011-03-18 08:00:00,280,1,0,3,8,0,5,1,1,0.42,0.4242,0.67,0.2537
spring,2011-03-18 09:00:00,210,1,0,3,9,0,5,1,1,0.46,0.4545,0.63,0.2239
spring,2011-03-18 10:00:00,117,1,0,3,10,0,5,1,1,0.52,0.5,0.53,0.2836
spring,2011-03-18 11:00:00,159,1,0,3,11,0,5,1,1,0.54,0.5152,0.52,0.2836
spring,2011-03-18 12:00:00,195,1,0,3,12,0,5,1,2,0.56,0.5303,0.49,0.3582
spring,2011-03-18 13:00:00,175,1,0,3,13,0,5,1,1,0.64,0.6212,0.41,0.2836
spring,2011-03-18 14:00:00,174,1,0,3,14,0,5,1,1,0.66,0.6212,0.39,0.2537
spring,2011-03-18 15:00:00,173,1,0,3,15,0,5,1,2,0.68,0.6364,0.39,0.3582
spring,2011-03-18 16:00:00,204,1,0,3,16,0,5,1,1,0.68,0.6364,0.39,0.2836
spring,2011-03-18 17:00:00,332,1,0,3,17,0,5,1,1,0.7,0.6364,0.37,0.3284
spring,2011-03-18 18:00:00,331,1,0,3,18,0,5,1,1,0.68,0.6364,0.39,0.1642
spring,2011-03-18 19:00:00,190,1,0,3,19,0,5,1,1,0.66,0.6212,0.44,0.1343
spring,2011-03-18 20:00:00,149,1,0,3,20,0,5,1,1,0.62,0.6212,0.46,0.1343
spring,2011-03-18 21:00:00,113,1,0,3,21,0,5,1,1,0.62,0.6212,0.46,0.1045
spring,2011-03-18 22:00:00,118,1,0,3,22,0,5,1,1,0.62,0.6212,0.5,0.1642
spring,2011-03-18 23:00:00,86,1,0,3,23,0,5,1,2,0.6,0.6212,0.53,0.2239
spring,2011-03-19 00:00:00,76,1,0,3,0,0,6,0,2,0.6,0.6212,0.53,0.2537
spring,2011-03-19 01:00:00,51,1,0,3,1,0,6,0,2,0.58,0.5455,0.46,0.3582
spring,2011-03-19 02:00:00,25,1,0,3,2,0,6,0,2,0.56,0.5303,0.43,0.2239
spring,2011-03-19 03:00:00,8,1,0,3,3,0,6,0,2,0.54,0.5152,0.39,0.3284
spring,2011-03-19 04:00:00,3,1,0,3,4,0,6,0,1,0.52,0.5,0.34,0.4179
spring,2011-03-19 05:00:00,2,1,0,3,5,0,6,0,1,0.52,0.5,0.34,0.4179
spring,2011-03-19 06:00:00,10,1,0,3,6,0,6,0,1,0.44,0.4394,0.44,0.4179
spring,2011-03-19 07:00:00,13,1,0,3,7,0,6,0,1,0.4,0.4091,0.5,0.3284
spring,2011-03-19 08:00:00,48,1,0,3,8,0,6,0,1,0.42,0.4242,0.47,0.4925
spring,2011-03-19 09:00:00,76,1,0,3,9,0,6,0,1,0.42,0.4242,0.44,0.4627
spring,2011-03-19 10:00:00,140,1,0,3,10,0,6,0,1,0.44,0.4394,0.38,0.4179
spring,2011-03-19 11:00:00,196,1,0,3,11,0,6,0,1,0.46,0.4545,0.36,0.4478
spring,2011-03-19 12:00:00,267,1,0,3,12,0,6,0,1,0.46,0.4545,0.33,0.4179
spring,2011-03-19 13:00:00,301,1,0,3,13,0,6,0,1,0.5,0.4848,0.34,0.4627
spring,2011-03-19 14:00:00,312,1,0,3,14,0,6,0,1,0.5,0.4848,0.31,0.4925
spring,2011-03-19 15:00:00,313,1,0,3,15,0,6,0,1,0.5,0.4848,0.29,0.4179
spring,2011-03-19 16:00:00,304,1,0,3,16,0,6,0,1,0.5,0.4848,0.31,0.3881
spring,2011-03-19 17:00:00,278,1,0,3,17,0,6,0,1,0.48,0.4697,0.31,0.3284
spring,2011-03-19 18:00:00,217,1,0,3,18,0,6,0,1,0.46,0.4545,0.31,0.3284
spring,2011-03-19 19:00:00,154,1,0,3,19,0,6,0,1,0.44,0.4394,0.33,0.2836
spring,2011-03-19 20:00:00,108,1,0,3,20,0,6,0,1,0.42,0.4242,0.35,0.2239
spring,2011-03-19 21:00:00,93,1,0,3,21,0,6,0,1,0.4,0.4091,0.37,0.2985
spring,2011-03-19 22:00:00,72,1,0,3,22,0,6,0,1,0.4,0.4091,0.37,0.3284
spring,2011-03-19 23:00:00,50,1,0,3,23,0,6,0,1,0.38,0.3939,0.4,0.2985
spring,2011-03-20 00:00:00,40,1,0,3,0,0,0,0,1,0.34,0.303,0.49,0.4179
spring,2011-03-20 01:00:00,24,1,0,3,1,0,0,0,1,0.32,0.2879,0.53,0.3582
spring,2011-03-20 02:00:00,30,1,0,3,2,0,0,0,1,0.3,0.2879,0.52,0.2836
spring,2011-03-20 03:00:00,12,1,0,3,3,0,0,0,1,0.28,0.2727,0.56,0.2537
spring,2011-03-20 04:00:00,3,1,0,3,4,0,0,0,1,0.26,0.2576,0.56,0.2239
