subset_key,row_id,label,MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude
3_8,3768,336900.0,-118.43,34.17,37.0,1982.0,331.0,794.0,340.0,5.9275
5_6,3769,353600.0,-118.43,34.16,34.0,2459.0,489.0,1139.0,463.0,4.0347
6_4,3770,343400.0,-118.43,34.16,41.0,2050.0,478.0,850.0,490.0,3.4208
1_7,3771,333900.0,-118.43,34.16,40.0,1134.0,184.0,452.0,187.0,4.569
6_8,3772,365000.0,-118.42,34.15,27.0,2795.0,602.0,1073.0,535.0,5.1496
4_8,3773,359700.0,-118.42,34.17,31.0,2235.0,363.0,914.0,370.0,6.1359
9_5,3774,367900.0,-118.42,34.16,28.0,4664.0,1040.0,1963.0,961.0,3.9028
0_6,3775,275000.0,-118.41,34.16,14.0,577.0,150.0,372.0,130.0,4.1875
6_5,3776,386100.0,-118.42,34.16,25.0,2769.0,566.0,1201.0,545.0,3.6641
9_1,3777,269200.0,-118.4,34.17,24.0,4443.0,1283.0,2421.0,1180.0,2.2652
9_4,3778,221500.0,-118.4,34.17,24.0,6347.0,1548.0,2945.0,1492.0,3.3545
8_4,3779,283600.0,-118.39,34.17,28.0,2790.0,748.0,1351.0,697.0,3.2052
9_4,3780,265200.0,-118.39,34.17,26.0,6429.0,1611.0,2806.0,1491.0,3.1929
2_8,3781,414300.0,-118.39,34.16,46.0,1582.0,279.0,603.0,283.0,5.1169
2_8,3782,444700.0,-118.39,34.16,37.0,1388.0,286.0,547.0,258.0,5.1584
7_3,3783,192300.0,-118.38,34.17,30.0,2016.0,622.0,1359.0,557.0,2.7708
7_4,3784,309400.0,-118.38,34.16,46.0,2609.0,593.0,1055.0,585.0,3.3177
6_5,3785,319400.0,-118.38,34.16,31.0,2197.0,501.0,944.0,474.0,3.7312
6_2,3786,194100.0,-118.36,34.17,44.0,2295.0,560.0,1543.0,528.0,2.3851
8_2,3787,185400.0,-118.37,34.17,15.0,3327.0,1011.0,2683.0,857.0,2.3784
0_2,3788,184400.0,-118.37,34.17,42.0,600.0,171.0,377.0,181.0,2.4107
5_1,3789,221400.0,-118.37,34.17,10.0,1431.0,473.0,1438.0,429.0,2.2756
3_0,3790,325000.0,-118.37,34.17,6.0,854.0,350.0,542.0,321.0,0.8198
9_2,3791,250000.0,-118.37,34.16,6.0,6526.0,2007.0,3298.0,1790.0,2.7231
8_5,3792,225000.0,-118.37,34.16,10.0,2606.0,748.0,1373.0,680.0,3.6128
7_5,3793,262500.0,-118.37,34.16,25.0,2450.0,618.0,1054.0,578.0,3.6375
3_6,3794,282300.0,-118.37,34.16,40.0,1973.0,382.0,774.0,352.0,4.4122
8_2,3795,274300.0,-118.36,34.16,43.0,2850.0,709.0,1510.0,670.0,2.4835
6_6,3796,325000.0,-118.36,34.16,32.0,2455.0,556.0,989.0,493.0,4.0764
9_4,3797,232400.0,-118.37,34.16,17.0,4150.0,1148.0,1808.0,1041.0,3.5051
8_3,3798,209400.0,-118.37,34.16,11.0,2901.0,871.0,1659.0,789.0,3.1106
3_8,3799,322900.0,-118.36,34.16,45.0,1755.0,335.0,822.0,342.0,5.1423
5_6,3800,417900.0,-118.36,34.16,42.0,2304.0,442.0,862.0,429.0,4.3542
4_6,3801,500001.0,-118.35,34.15,35.0,2245.0,393.0,783.0,402.0,4.1544
9_3,3802,140500.0,-118.43,34.2,20.0,4090.0,1271.0,2824.0,1053.0,2.773
7_6,3803,226500.0,-118.43,34.21,26.0,2867.0,671.0,1955.0,640.0,4.125
5_3,3804,241300.0,-118.44,34.2,28.0,1732.0,435.0,1198.0,417.0,2.9219
9_4,3805,221200.0,-118.44,34.21,20.0,5756.0,1477.0,4031.0,1369.0,3.2448
8_1,3806,195600.0,-118.45,34.21,30.0,2331.0,733.0,2172.0,707.0,2.1888
9_3,3807,202100.0,-118.45,34.2,19.0,3666.0,1150.0,2657.0,1090.0,2.9688
8_4,3808,202700.0,-118.46,34.2,13.0,2926.0,816.0,1867.0,802.0,3.5255
6_4,3809,186900.0,-118.46,34.21,7.0,2081.0,657.0,1456.0,535.0,3.5
7_3,3810,220000.0,-118.47,34.21,34.0,2512.0,603.0,1805.0,584.0,2.9735
9_3,3811,229100.0,-118.47,34.2,20.0,3939.0,1143.0,2475.0,1002.0,2.9025
7_4,3812,197400.0,-118.48,34.21,25.0,2879.0,723.0,2077.0,649.0,3.3864
6_3,3813,189900.0,-118.48,34.2,26.0,2027.0,559.0,1545.0,513.0,2.8974
9_1,3814,93800.0,-118.48,34.22,22.0,3430.0,1214.0,3618.0,1092.0,2.1974
5_0,3815,225000.0,-118.49,34.21,25.0,1131.0,449.0,746.0,420.0,1.3565
6_4,3816,202000.0,-118.49,34.19,23.0,2087.0,571.0,1809.0,553.0,3.1667
1_8,3817,215800.0,-118.49,34.2,35.0,1109.0,206.0,515.0,202.0,5.2118
2_5,3818,217700.0,-118.5,34.2,34.0,1617.0,344.0,938.0,305.0,3.915
9_2,3819,255400.0,-118.48,34.2,12.0,3831.0,1083.0,2258.0,967.0,2.4375
8_2,3820,191700.0,-118.48,34.2,23.0,2850.0,864.0,2249.0,777.0,2.6957
9_3,3821,221100.0,-118.48,34.19,20.0,5699.0,1594.0,3809.0,1381.0,2.8646
5_5,3822,210400.0,-118.48,34.19,36.0,2058.0,423.0,1132.0,423.0,3.8833
9_2,3823,281700.0,-118.47,34.2,25.0,4590.0,1477.0,2723.0,1195.0,2.7118
8_5,3824,292900.0,-118.47,34.19,33.0,3879.0,943.0,2113.0,843.0,3.892
5_2,3825,190500.0,-118.45,34.2,27.0,1572.0,450.0,1039.0,455.0,2.5562
8_2,3826,230800.0,-118.45,34.2,18.0,2729.0,800.0,2099.0,742.0,2.5842
9_3,3827,205600.0,-118.46,34.2,22.0,4855.0,1350.0,2519.0,1258.0,3.0893
1_2,3828,192200.0,-118.45,34.19,37.0,1073.0,254.0,739.0,253.0,2.4667
9_2,3829,233500.0,-118.46,34.19,20.0,5992.0,1820.0,4826.0,1632.0,2.7237
3_8,3830,256300.0,-118.46,34.19,35.0,1491.0,295.0,779.0,309.0,6.1142
8_3,3831,238100.0,-118.43,34.2,29.0,3051.0,694.0,1942.0,679.0,3.1118
7_2,3832,234900.0,-118.44,34.2,36.0,2698.0,623.0,1544.0,554.0,2.7375
6_2,3833,225600.0,-118.44,34.2,35.0,1717.0,478.0,1628.0,495.0,2.5197
8_3,3834,232500.0,-118.44,34.2,17.0,2934.0,950.0,2517.0,889.0,2.936
8_6,3835,245500.0,-118.43,34.19,27.0,3440.0,739.0,1827.0,712.0,4.125
3_7,3836,243600.0,-118.44,34.19,37.0,1516.0,344.0,983.0,347.0,5.0
8_2,3837,215500.0,-118.44,34.19,19.0,3487.0,959.0,2278.0,835.0,2.6709
5_2,3838,199100.0,-118.44,34.19,29.0,1599.0,459.0,1143.0,438.0,2.4583
7_2,3839,271100.0,-118.43,34.18,22.0,2052.0,568.0,1254.0,572.0,2.6364
6_1,3840,221000.0,-118.44,34.18,36.0,2077.0,496.0,1206.0,528.0,2.2326
8_3,3841,178100.0,-118.44,34.19,11.0,2891.0,951.0,2166.0,768.0,2.891
7_1,3842,154200.0,-118.44,34.18,17.0,1546.0,592.0,2423.0,556.0,2.1977
8_1,3843,181300.0,-118.45,34.19,11.0,2479.0,900.0,2466.0,855.0,2.2264
8_1,3844,158300.0,-118.45,34.18,22.0,2516.0,826.0,3350.0,713.0,2.0192
8_3,3845,174200.0,-118.46,34.18,27.0,2582.0,719.0,2038.0,718.0,3.0877
1_7,3846,225000.0,-118.47,34.19,41.0,1104.0,196.0,495.0,196.0,5.0929
4_5,3847,228800.0,-118.45,34.18,39.0,1810.0,388.0,839.0,380.0,3.7171
5_5,3848,246400.0,-118.45,34.18,34.0,1843.0,442.0,861.0,417.0,3.6875
4_7,3849,251400.0,-118.46,34.18,33.0,1791.0,386.0,844.0,397.0,4.5081
5_4,3850,253200.0,-118.46,34.18,35.0,1819.0,465.0,1336.0,419.0,3.4583
2_1,3851,215000.0,-118.44,34.18,35.0,972.0,270.0,550.0,256.0,2.2461
9_5,3852,286700.0,-118.44,34.17,25.0,4966.0,1134.0,1941.0,958.0,3.8081
5_5,3853,225000.0,-118.45,34.18,33.0,2077.0,486.0,1021.0,450.0,3.6019
9_2,3854,210000.0,-118.43,34.18,25.0,3830.0,1105.0,2328.0,1017.0,2.6238
4_6,3855,286100.0,-118.44,34.18,33.0,2127.0,414.0,1056.0,391.0,4.375
5_2,3856,266000.0,-118.43,34.17,33.0,1679.0,404.0,933.0,412.0,2.6979
5_7,3857,353100.0,-118.43,34.17,34.0,2180.0,424.0,906.0,429.0,4.4464
0_9,3858,500001.0,-118.43,34.17,42.0,777.0,102.0,284.0,113.0,11.2093
7_4,3859,279400.0,-118.44,34.17,29.0,2685.0,642.0,1085.0,599.0,3.2763
6_6,3860,379700.0,-118.43,34.16,34.0,2622.0,467.0,1233.0,476.0,4.0474
7_6,3861,328500.0,-118.44,34.16,35.0,3080.0,642.0,1362.0,623.0,4.1218
3_6,3862,337500.0,-118.44,34.16,33.0,1616.0,322.0,580.0,311.0,4.0391
9_5,3863,272600.0,-118.45,34.16,22.0,4982.0,1358.0,2237.0,1220.0,3.7105
5_4,3864,277300.0,-118.45,34.17,21.0,2152.0,527.0,996.0,470.0,3.2386
7_6,3865,261300.0,-118.45,34.17,33.0,3100.0,687.0,1388.0,658.0,4.3333
7_6,3866,309300.0,-118.46,34.17,24.0,2814.0,675.0,1463.0,620.0,4.1875
9_4,3867,273700.0,-118.46,34.17,22.0,6707.0,1737.0,2620.0,1610.0,3.1478
6_7,3868,314800.0,-118.45,34.16,33.0,2544.0,500.0,1035.0,492.0,4.475
6_7,3869,280400.0,-118.46,34.16,28.0,2795.0,622.0,1173.0,545.0,4.4423
6_6,3870,299100.0,-118.46,34.16,26.0,2548.0,647.0,1098.0,540.0,4.3839
9_3,3871,227100.0,-118.54,34.21,22.0,6064.0,1826.0,4876.0,1697.0,2.875
6_6,3872,199200.0,-118.54,34.21,32.0,2593.0,566.0,1596.0,547.0,3.9886
3_7,3873,224100.0,-118.54,34.22,35.0,1664.0,300.0,1000.0,309.0,4.6731
4_6,3874,201600.0,-118.54,34.2,37.0,1600.0,349.0,1012.0,366.0,4.1597
5_6,3875,203700.0,-118.54,34.19,33.0,2205.0,453.0,1242.0,419.0,4.1319
5_6,3876,222100.0,-118.51,34.22,36.0,2794.0,523.0,1334.0,472.0,4.3462
1_7,3877,236100.0,-118.5,34.21,36.0,1254.0,229.0,629.0,245.0,4.9643
3_8,3878,215900.0,-118.5,34.21,36.0,1656.0,310.0,817.0,308.0,5.5675
4_6,3879,209200.0,-118.51,34.22,36.0,1952.0,387.0,1156.0,392.0,4.185
4_7,3880,223600.0,-118.51,34.21,36.0,2396.0,421.0,1064.0,398.0,4.7
2_7,3881,213200.0,-118.51,34.22,36.0,1493.0,285.0,766.0,272.0,4.8646
1_7,3882,195400.0,-118.52,34.22,35.0,1275.0,222.0,959.0,226.0,5.0282
1_8,3883,203300.0,-118.52,34.22,35.0,1620.0,272.0,1052.0,248.0,5.5209
5_6,3884,206700.0,-118.52,34.21,36.0,2394.0,424.0,1490.0,427.0,4.3261
2_8,3885,211000.0,-118.52,34.21,34.0,1663.0,299.0,762.0,282.0,5.1265
8_7,3886,199800.0,-118.53,34.22,29.0,4101.0,849.0,2630.0,867.0,4.6607
8_3,3887,213200.0,-118.53,34.21,18.0,3124.0,796.0,1855.0,725.0,2.9389
5_7,3888,246400.0,-118.55,34.21,35.0,2592.0,490.0,1427.0,434.0,5.0623
3_6,3889,205100.0,-118.56,34.22,35.0,1843.0,329.0,1041.0,317.0,4.4271
1_4,3890,196800.0,-118.56,34.21,36.0,1286.0,242.0,788.0,248.0,3.5333
3_6,3891,197000.0,-118.56,34.22,34.0,1599.0,294.0,819.0,306.0,4.3194
8_5,3892,208700.0,-118.55,34.21,33.0,3910.0,838.0,2097.0,810.0,3.8247
9_5,3893,189800.0,-118.56,34.21,13.0,8327.0,1849.0,4126.0,1773.0,3.7313
7_6,3894,199800.0,-118.52,34.2,35.0,2891.0,594.0,1757.0,581.0,4.3571
8_4,3895,205300.0,-118.53,34.2,33.0,3270.0,818.0,2118.0,763.0,3.225
3_7,3896,200300.0,-118.5,34.21,35.0,1668.0,332.0,807.0,311.0,4.5125
3_6,3897,209000.0,-118.51,34.2,35.0,1614.0,308.0,850.0,330.0,4.1806
5_6,3898,188400.0,-118.51,34.2,37.0,2066.0,434.0,1031.0,414.0,4.0924
2_7,3899,193700.0,-118.52,34.21,36.0,1328.0,287.0,823.0,273.0,4.5648
3_1,3900,203800.0,-118.5,34.2,42.0,1558.0,322.0,884.0,334.0,2.2304
5_6,3901,262500.0,-118.51,34.2,33.0,2327.0,479.0,1166.0,472.0,4.2344
6_5,3902,227500.0,-118.51,34.2,34.0,2871.0,581.0,1350.0,535.0,3.7049
5_8,3903,229200.0,-118.51,34.19,35.0,2537.0,418.0,1161.0,421.0,5.3028
4_6,3904,221100.0,-118.51,34.19,38.0,2182.0,409.0,1141.0,379.0,4.2865
9_6,3905,229100.0,-118.5,34.2,18.0,4249.0,933.0,2047.0,909.0,4.1304
5_7,3906,228300.0,-118.5,34.19,35.0,2720.0,490.0,1158.0,445.0,5.0796
5_6,3907,224700.0,-118.5,34.19,26.0,2156.0,509.0,1142.0,470.0,4.0
9_2,3908,195000.0,-118.52,34.2,19.0,4315.0,1304.0,2490.0,1222.0,2.6437
3_7,3909,207200.0,-118.52,34.2,37.0,1795.0,346.0,1082.0,354.0,4.9102
7_3,3910,191100.0,-118.53,34.2,26.0,2221.0,662.0,1998.0,603.0,2.8701
7_5,3911,179800.0,-118.55,34.2,21.0,2549.0,651.0,1624.0,628.0,3.6905
9_3,3912,170600.0,-118.55,34.19,18.0,5862.0,1322.0,3161.0,1280.0,3.1106
5_4,3913,211800.0,-118.55,34.2,31.0,1963.0,420.0,1494.0,415.0,3.5313
0_3,3914,203900.0,-118.52,34.19,42.0,881.0,170.0,464.0,163.0,2.9511
2_5,3915,206900.0,-118.52,34.19,37.0,1560.0,275.0,763.0,284.0,3.8516
3_7,3916,212100.0,-118.52,34.19,37.0,1892.0,347.0,1039.0,343.0,4.8295
7_2,3917,192300.0,-118.53,34.19,32.0,2618.0,692.0,1961.0,633.0,2.625
5_6,3918,245400.0,-118.52,34.18,34.0,2307.0,388.0,1168.0,427.0,4.2143
8_6,3919,240300.0,-118.53,34.18,26.0,4175.0,885.0,2118.0,778.0,4.2083
2_6,3920,190900.0,-118.56,34.2,36.0,1544.0,308.0,891.0,286.0,4.175
4_6,3921,196700.0,-118.56,34.2,35.0,2273.0,410.0,1431.0,403.0,4.0789
0_8,3922,201400.0,-118.56,34.19,35.0,782.0,144.0,425.0,140.0,5.4548
1_5,3923,183600.0,-118.56,34.19,34.0,1237.0,242.0,671.0,221.0,3.9615
6_6,3924,235100.0,-118.56,34.19,34.0,2579.0,561.0,1237.0,517.0,4.433
2_7,3925,251000.0,-118.56,34.18,36.0,1366.0,224.0,719.0,270.0,4.8264
8_2,3926,239200.0,-118.54,34.19,22.0,3380.0,790.0,2199.0,737.0,2.5739
5_5,3927,240300.0,-118.54,34.18,25.0,1938.0,457.0,1280.0,425.0,3.9632
1_7,3928,222500.0,-118.55,34.19,36.0,978.0,170.0,475.0,192.0,4.675
4_6,3929,223800.0,-118.55,34.19,31.0,1856.0,370.0,990.0,360.0,4.3654
7_3,3930,217700.0,-118.58,34.21,24.0,2642.0,696.0,1649.0,633.0,3.0187
7_3,3931,178800.0,-118.59,34.21,26.0,2335.0,669.0,1986.0,645.0,2.9974
0_8,3932,201900.0,-118.59,34.2,18.0,847.0,185.0,733.0,178.0,5.2149
1_7,3933,220900.0,-118.58,34.2,37.0,1389.0,252.0,826.0,249.0,5.015
7_5,3934,258400.0,-118.57,34.22,27.0,2795.0,606.0,1702.0,586.0,3.7798
8_8,3935,270500.0,-118.57,34.21,23.0,4891.0,793.0,2447.0,765.0,5.8798
8_6,3936,255200.0,-118.57,34.22,17.0,3262.0,753.0,1879.0,708.0,4.1359
9_6,3937,299300.0,-118.58,34.21,13.0,6227.0,1317.0,3739.0,1226.0,4.0313
5_8,3938,228200.0,-118.58,34.22,35.0,2560.0,441.0,1428.0,468.0,5.6345
3_7,3939,250900.0,-118.58,34.21,27.0,2209.0,353.0,1034.0,344.0,4.7125
2_7,3940,227700.0,-118.59,34.21,34.0,1943.0,320.0,895.0,305.0,5.0462
6_7,3941,225400.0,-118.59,34.21,34.0,2389.0,521.0,1560.0,514.0,4.8333
9_3,3942,227500.0,-118.6,34.21,21.0,9512.0,2560.0,7282.0,2387.0,2.8039
7_8,3943,251500.0,-118.61,34.21,34.0,3494.0,557.0,1861.0,576.0,5.6407
2_8,3944,241300.0,-118.62,34.22,33.0,1636.0,275.0,866.0,289.0,5.6356
6_8,3945,258600.0,-118.62,34.21,26.0,3234.0,517.0,1597.0,513.0,6.1074
5_6,3946,232900.0,-118.62,34.22,34.0,2633.0,471.0,1313.0,428.0,4.0909
1_4,3947,180500.0,-118.61,34.21,41.0,1058.0,228.0,778.0,245.0,3.3534
6_5,3948,160900.0,-118.61,34.2,16.0,1718.0,467.0,896.0,475.0,3.6296
4_8,3949,227100.0,-118.61,34.21,33.0,2609.0,431.0,1208.0,406.0,5.4527
6_8,3950,235800.0,-118.62,34.2,23.0,3098.0,542.0,1486.0,492.0,5.7613
7_8,3951,244800.0,-118.63,34.21,31.0,3952.0,647.0,1762.0,588.0,5.5709
7_9,3952,390000.0,-118.64,34.22,16.0,4312.0,574.0,1902.0,574.0,8.4438
8_9,3953,500001.0,-118.65,34.21,5.0,5429.0,665.0,2315.0,687.0,9.6465
9_9,3954,338400.0,-118.65,34.2,23.0,7480.0,1084.0,3037.0,1058.0,6.9223
6_7,3955,234900.0,-118.62,34.2,32.0,3233.0,553.0,1678.0,545.0,5.0025
9_9,3956,336100.0,-118.63,34.2,19.0,7411.0,1045.0,2814.0,950.0,6.7785
8_2,3957,183500.0,-118.59,34.21,17.0,2737.0,868.0,2924.0,785.0,2.5797
8_3,3958,179800.0,-118.59,34.2,21.0,1789.0,679.0,2300.0,677.0,2.754
8_4,3959,150000.0,-118.6,34.2,10.0,2869.0,941.0,2162.0,829.0,3.2297
8_2,3960,182300.0,-118.6,34.21,19.0,2581.0,857.0,2004.0,784.0,2.6159
3_7,3961,221000.0,-118.56,34.2,35.0,1770.0,362.0,1083.0,355.0,5.0483
0_6,3962,190400.0,-118.57,34.21,36.0,878.0,167.0,499.0,179.0,4.1181
9_4,3963,208000.0,-118.57,34.2,18.0,7157.0,1869.0,4642.0,1699.0,3.1818
8_4,3964,223700.0,-118.58,34.2,21.0,2979.0,744.0,1824.0,692.0,3.5
5_6,3965,215600.0,-118.56,34.19,36.0,2600.0,441.0,1246.0,426.0,4.1111
5_7,3966,201500.0,-118.57,34.2,36.0,2559.0,469.0,1358.0,445.0,4.5568
3_8,3967,209200.0,-118.57,34.2,33.0,1759.0,311.0,943.0,315.0,5.223
1_8,3968,220200.0,-118.58,34.2,35.0,1558.0,267.0,793.0,249.0,5.1463
1_6,3969,221300.0,-118.58,34.2,35.0,1323.0,228.0,756.0,216.0,4.233
3_7,3970,266700.0,-118.56,34.19,34.0,2185.0,372.0,986.0,347.0,4.8125
3_5,3971,224900.0,-118.58,34.19,35.0,2329.0,399.0,966.0,336.0,3.8839
9_4,3972,222800.0,-118.58,34.19,27.0,4286.0,1071.0,2863.0,1033.0,3.3125
9_3,3973,187500.0,-118.58,34.19,15.0,3061.0,1079.0,2173.0,1078.0,2.85
0_8,3974,340500.0,-118.58,34.18,28.0,908.0,142.0,368.0,143.0,5.6159
4_7,3975,244800.0,-118.62,34.2,29.0,2421.0,402.0,1120.0,388.0,5.0309
5_9,3976,333100.0,-118.62,34.18,25.0,3124.0,468.0,1241.0,439.0,6.4044
3_8,3977,267400.0,-118.62,34.19,35.0,1934.0,307.0,905.0,315.0,5.5101
2_8,3978,245800.0,-118.61,34.2,29.0,1673.0,284.0,794.0,270.0,5.5191
8_6,3979,246400.0,-118.61,34.19,28.0,3824.0,749.0,1790.0,701.0,4.1154
0_6,3980,210100.0,-118.61,34.19,34.0,703.0,127.0,369.0,127.0,4.3125
9_3,3981,213900.0,-118.6,34.19,16.0,14912.0,4183.0,5105.0,3302.0,2.8312
7_8,3982,259600.0,-118.63,34.19,32.0,3568.0,591.0,1741.0,563.0,5.1529
1_9,3983,433000.0,-118.63,34.18,32.0,1646.0,242.0,697.0,233.0,6.6689
4_8,3984,245600.0,-118.64,34.19,30.0,2399.0,373.0,1062.0,377.0,6.0094
5_8,3985,248400.0,-118.64,34.19,33.0,3017.0,494.0,1423.0,470.0,5.6163
7_8,3986,263400.0,-118.64,34.18,33.0,3808.0,623.0,1784.0,615.0,5.1641
6_6,3987,247300.0,-118.64,34.19,28.0,3274.0,571.0,1424.0,521.0,4.4167
3_7,3988,240300.0,-118.65,34.18,27.0,1793.0,339.0,1016.0,326.0,4.925
6_8,3989,243000.0,-118.65,34.19,27.0,2772.0,511.0,1346.0,497.0,5.2016
9_9,3990,374900.0,-118.66,34.19,23.0,7544.0,1031.0,3221.0,1043.0,7.642
8_8,3991,338200.0,-118.63,34.17,33.0,4769.0,787.0,2019.0,743.0,5.5798
8_9,3992,409000.0,-118.64,34.17,26.0,6767.0,903.0,2574.0,883.0,7.7846
5_9,3993,439800.0,-118.57,34.18,36.0,2981.0,441.0,1243.0,413.0,6.5304
3_8,3994,327300.0,-118.57,34.17,35.0,2072.0,318.0,908.0,342.0,6.0928
7_9,3995,334900.0,-118.58,34.17,29.0,3393.0,574.0,1471.0,587.0,6.2064
9_6,3996,271300.0,-118.59,34.18,7.0,11853.0,2691.0,4404.0,2447.0,4.2009
9_5,3997,328900.0,-118.61,34.17,19.0,5944.0,1345.0,2372.0,1250.0,3.8819
2_3,3998,262800.0,-118.62,34.17,32.0,1491.0,355.0,756.0,296.0,3.0404
6_9,3999,308300.0,-118.62,34.17,34.0,3268.0,538.0,1463.0,519.0,6.8482
8_9,4000,389700.0,-118.63,34.18,33.0,5252.0,760.0,2041.0,730.0,6.7977
7_9,4001,367600.0,-118.65,34.18,26.0,4607.0,656.0,1769.0,643.0,7.4918
8_9,4002,419000.0,-118.66,34.18,25.0,6612.0,857.0,2519.0,843.0,8.3912
4_6,4003,278500.0,-118.61,34.17,31.0,1689.0,362.0,705.0,360.0,4.0
8_7,4004,319100.0,-118.61,34.15,32.0,4491.0,815.0,1696.0,749.0,4.9102
7_9,4005,367400.0,-118.61,34.16,29.0,4364.0,647.0,1550.0,624.0,6.8107
5_8,4006,347700.0,-118.63,34.16,33.0,2896.0,455.0,1116.0,411.0,6.0192
6_9,4007,392700.0,-118.63,34.16,30.0,3346.0,487.0,1296.0,495.0,7.457
8_9,4008,409900.0,-118.62,34.15,26.0,5661.0,791.0,2493.0,780.0,7.9814
4_4,4009,500001.0,-118.57,34.17,31.0,1950.0,383.0,870.0,357.0,3.1875
9_8,4010,500001.0,-118.58,34.17,18.0,6476.0,1082.0,2413.0,958.0,5.6327
3_8,4011,296000.0,-118.59,34.17,36.0,1887.0,359.0,761.0,329.0,5.4847
6_6,4012,313100.0,-118.6,34.16,37.0,3441.0,584.0,1283.0,544.0,4.1656
7_8,4013,338500.0,-118.6,34.16,32.0,3999.0,667.0,1628.0,631.0,6.0794
8_9,4014,500001.0,-118.57,34.15,22.0,5791.0,706.0,2059.0,673.0,10.9201
6_9,4015,450700.0,-118.58,34.15,21.0,3856.0,547.0,1422.0,535.0,8.4196
2_9,4016,369700.0,-118.59,34.15,29.0,2023.0,330.0,747.0,304.0,6.7694
8_8,4017,361900.0,-118.6,34.15,28.0,4570.0,744.0,1693.0,695.0,6.14
0_9,4018,483100.0,-118.59,34.14,19.0,1303.0,155.0,450.0,145.0,10.5511
8_7,4019,311700.0,-118.49,34.18,31.0,3073.0,674.0,1486.0,684.0,4.8984
3_7,4020,295300.0,-118.51,34.18,37.0,1893.0,365.0,911.0,324.0,4.8036
8_4,4021,219000.0,-118.51,34.17,31.0,3252.0,834.0,1411.0,760.0,3.1885
3_5,4022,213100.0,-118.52,34.18,43.0,1700.0,380.0,930.0,349.0,3.675
4_5,4023,216000.0,-118.52,34.18,46.0,2082.0,438.0,1047.0,393.0,3.6534
4_4,4024,221800.0,-118.52,34.18,42.0,1611.0,410.0,879.0,386.0,3.1923
9_5,4025,243800.0,-118.53,34.17,18.0,6430.0,1412.0,2897.0,1348.0,3.855
0_8,4026,315900.0,-118.54,34.17,11.0,1080.0,174.0,386.0,160.0,6.1274
6_7,4027,311000.0,-118.55,34.18,32.0,3011.0,529.0,1287.0,525.0,5.0605
2_8,4028,457300.0,-118.56,34.18,39.0,1819.0,291.0,770.0,278.0,5.4088
9_3,4029,174500.0,-118.54,34.18,17.0,7214.0,1994.0,4100.0,1823.0,3.0943
9_4,4030,189300.0,-118.53,34.18,16.0,7194.0,1976.0,3687.0,1894.0,3.1887
4_8,4031,443600.0,-118.54,34.17,34.0,2458.0,433.0,1034.0,373.0,5.6738
8_3,4032,425000.0,-118.54,34.17,25.0,3352.0,891.0,1815.0,860.0,2.8528
2_9,4033,500001.0,-118.55,34.17,36.0,2127.0,297.0,761.0,274.0,7.8392
4_9,4034,500001.0,-118.56,34.17,35.0,2987.0,391.0,1244.0,387.0,7.1322
9_4,4035,259600.0,-118.52,34.17,20.0,17377.0,4457.0,7450.0,4204.0,3.2154
5_8,4036,335400.0,-118.52,34.16,39.0,2693.0,478.0,1219.0,435.0,5.17
8_5,4037,290600.0,-118.53,34.16,32.0,3554.0,762.0,1623.0,750.0,3.6141
9_8,4038,500001.0,-118.51,34.16,23.0,11154.0,1995.0,4076.0,1809.0,5.4609
2_9,4039,500001.0,-118.48,34.16,32.0,2108.0,309.0,769.0,274.0,8.7172
6_9,4040,500001.0,-118.49,34.16,37.0,3333.0,488.0,1171.0,485.0,6.4958
6_9,4041,424000.0,-118.5,34.16,34.0,3547.0,523.0,1187.0,500.0,7.139
4_9,4042,500001.0,-118.5,34.15,33.0,3104.0,387.0,1111.0,376.0,13.4196
0_6,4043,303600.0,-118.5,34.17,37.0,880.0,154.0,369.0,155.0,4.1429
4_9,4044,500001.0,-118.49,34.15,33.0,2829.0,360.0,1010.0,363.0,10.3587
5_9,4045,500001.0,-118.49,34.14,28.0,3539.0,441.0,1190.0,421.0,10.6796
6_9,4046,500001.0,-118.49,34.13,24.0,4394.0,535.0,1443.0,528.0,11.2979
8_9,4047,500001.0,-118.51,34.14,28.0,6748.0,904.0,2431.0,876.0,12.8879
8_9,4048,500001.0,-118.53,34.14,28.0,6920.0,906.0,2515.0,860.0,9.2189
9_9,4049,500001.0,-118.54,34.15,26.0,10111.0,1295.0,3599.0,1257.0,10.2292
9_9,4050,500001.0,-118.56,34.14,23.0,9657.0,1189.0,3585.0,1162.0,10.4399
9_4,4051,295800.0,-118.43,34.15,28.0,6270.0,1706.0,2549.0,1497.0,3.2241
1_9,4052,467600.0,-118.43,34.15,42.0,1293.0,214.0,459.0,217.0,7.672
7_5,4053,447400.0,-118.43,34.15,26.0,2900.0,667.0,1090.0,590.0,3.7125
5_3,4054,360600.0,-118.43,34.15,31.0,1856.0,425.0,795.0,426.0,2.8448
9_4,4055,382500.0,-118.44,34.15,29.0,5474.0,1457.0,2352.0,1326.0,3.415
1_9,4056,500001.0,-118.44,34.15,44.0,1778.0,251.0,641.0,251.0,10.0549
9_7,4057,359100.0,-118.44,34.15,15.0,4420.0,1076.0,1669.0,1016.0,4.6375
2_4,4058,301700.0,-118.44,34.15,37.0,1335.0,286.0,539.0,279.0,3.2813
